malagasy,english,french,alpha_range,url
mpamotitra,,,-,https://tenymalagasy.org/bins/teny2/mpamotitra
mpamotoana,,,-,https://tenymalagasy.org/bins/teny2/mpamotoana
mpamotofoto,,,-,https://tenymalagasy.org/bins/teny2/mpamotofoto
mpamototra,,,-,https://tenymalagasy.org/bins/teny2/mpamototra
mpamotraka,,,-,https://tenymalagasy.org/bins/teny2/mpamotraka
mpamotretrika,,,-,https://tenymalagasy.org/bins/teny2/mpamotretrika
mpamotsaka,,,-,https://tenymalagasy.org/bins/teny2/mpamotsaka
mpamotsika,,,-,https://tenymalagasy.org/bins/teny2/mpamotsika
mpamotsitra,,,-,https://tenymalagasy.org/bins/teny2/mpamotsitra
mpamotsotra,,,-,https://tenymalagasy.org/bins/teny2/mpamotsotra
mpamotsy,,,-,https://tenymalagasy.org/bins/teny2/mpamotsy
mpamovo,,,-,https://tenymalagasy.org/bins/teny2/mpamovo
mpamovoka,,,-,https://tenymalagasy.org/bins/teny2/mpamovoka
mpamoy,,abandonne (celui qui),-,https://tenymalagasy.org/bins/teny2/mpamoy
mpamozafoza,,,-,https://tenymalagasy.org/bins/teny2/mpamozafoza
mpamozezika,,"encombre (celui qui),entasse (celui qui)",-,https://tenymalagasy.org/bins/teny2/mpamozezika
mpamozezy,,prolifique (celui qui est),-,https://tenymalagasy.org/bins/teny2/mpamozezy
mpamozona,,contraint (celui qui),-,https://tenymalagasy.org/bins/teny2/mpamozona
mpampadilo,,,-,https://tenymalagasy.org/bins/teny2/mpampadilo
mpampahatezitra,,,-,https://tenymalagasy.org/bins/teny2/mpampahatezitra
mpampahatsiaro,,,-,https://tenymalagasy.org/bins/teny2/mpampahatsiaro
mpampaha~,,,-,https://tenymalagasy.org/bins/teny2/mpampaha
mpampahery,,,-,https://tenymalagasy.org/bins/teny2/mpampahery
mpampahia,,,-,https://tenymalagasy.org/bins/teny2/mpampahia
mpampahory,,,-,https://tenymalagasy.org/bins/teny2/mpampahory
mpampakatra,bridegroom,mari,-,https://tenymalagasy.org/bins/teny2/mpampakatra
mpampampanangana,,,-,https://tenymalagasy.org/bins/teny2/mpampampanangana
mpampampa~,,,-,https://tenymalagasy.org/bins/teny2/mpampampa
mpampampitsangana,,,-,https://tenymalagasy.org/bins/teny2/mpampampitsangana
mpampampi~,,,-,https://tenymalagasy.org/bins/teny2/mpampampi
mpampanalavitra,,,-,https://tenymalagasy.org/bins/teny2/mpampanalavitra
mpampanao,,,-,https://tenymalagasy.org/bins/teny2/mpampanao
mpampana~,,,-,https://tenymalagasy.org/bins/teny2/mpampana
mpampando,,humecte,-,https://tenymalagasy.org/bins/teny2/mpampando
mpampandotso,,,-,https://tenymalagasy.org/bins/teny2/mpampandotso
mpampandroso,,,-,https://tenymalagasy.org/bins/teny2/mpampandroso
mpampanjanaka,,intérêt (celui qui prête ou place à),-,https://tenymalagasy.org/bins/teny2/mpampanjanaka
mpampankalaza,,,-,https://tenymalagasy.org/bins/teny2/mpampankalaza
mpampanka~,,,-,https://tenymalagasy.org/bins/teny2/mpampanka
mpampanoa,,,-,https://tenymalagasy.org/bins/teny2/mpampanoa
mpampanofa,,,-,https://tenymalagasy.org/bins/teny2/mpampanofa
mpampan~,,,-,https://tenymalagasy.org/bins/teny2/mpampan
mpampanàna,,,-,https://tenymalagasy.org/bins/teny2/mpampanana
mpampa~,,,-,https://tenymalagasy.org/bins/teny2/mpampa
mpampañakatsy,,,-,https://tenymalagasy.org/bins/teny2/mpampanakatsy
mpampiady,,,-,https://tenymalagasy.org/bins/teny2/mpampiady
mpampiako,,résonateur,-,https://tenymalagasy.org/bins/teny2/mpampiako
mpampianatra,teacher,"instituteur,instructeur,maître",-,https://tenymalagasy.org/bins/teny2/mpampianatra
mpampiankin-teny,preposition (a),préposition (une),-,https://tenymalagasy.org/bins/teny2/mpampiankinteny
mpampiankina,preposition,préposition,-,https://tenymalagasy.org/bins/teny2/mpampiankina
mpampiasa,employer,employeur,-,https://tenymalagasy.org/bins/teny2/mpampiasa
mpampidina,,réducteur,-,https://tenymalagasy.org/bins/teny2/mpampidina
mpampiditra,,,-,https://tenymalagasy.org/bins/teny2/mpampiditra
mpampielan-tontolo,,,-,https://tenymalagasy.org/bins/teny2/mpampielantontolo
mpampielan-tsilaka,,,-,https://tenymalagasy.org/bins/teny2/mpampielantsilaka
mpampielana,,différentielle (une),-,https://tenymalagasy.org/bins/teny2/mpampielana
mpampielana ny lefa iray,,différentielle d'une fraction,-,https://tenymalagasy.org/bins/teny2/mpampielananylefairay
mpampiely,,,-,https://tenymalagasy.org/bins/teny2/mpampiely
mpampiely iombonana,,émetteur commun,-,https://tenymalagasy.org/bins/teny2/mpampielyiombonana
mpampiely voan-kazavana,,photoémissif,-,https://tenymalagasy.org/bins/teny2/mpampielyvoankazavana
mpampietona,,évaporateur,-,https://tenymalagasy.org/bins/teny2/mpampietona
mpampifampa~,,,-,https://tenymalagasy.org/bins/teny2/mpampifampa
mpampifampi~,,,-,https://tenymalagasy.org/bins/teny2/mpampifampi
mpampifana~,,,-,https://tenymalagasy.org/bins/teny2/mpampifana
mpampifandahatra,,,-,https://tenymalagasy.org/bins/teny2/mpampifandahatra
mpampifandray,link-word,"mot de liaison,terme de liaison",-,https://tenymalagasy.org/bins/teny2/mpampifandray
mpampifanka~,,,-,https://tenymalagasy.org/bins/teny2/mpampifanka
mpampifan~,,,-,https://tenymalagasy.org/bins/teny2/mpampifan
mpampifilafila,,,-,https://tenymalagasy.org/bins/teny2/mpampifilafila
mpampihandrona,,,-,https://tenymalagasy.org/bins/teny2/mpampihandrona
mpampihanta,,,-,https://tenymalagasy.org/bins/teny2/mpampihanta
mpampiharatsy,,,-,https://tenymalagasy.org/bins/teny2/mpampiharatsy
mpampihasarotra,,,-,https://tenymalagasy.org/bins/teny2/mpampihasarotra
mpampiha~,,,-,https://tenymalagasy.org/bins/teny2/mpampiha
mpampihena,,,-,https://tenymalagasy.org/bins/teny2/mpampihena
mpampiherina,,alternateur,-,https://tenymalagasy.org/bins/teny2/mpampiherina
mpampihetsika,,moteur,-,https://tenymalagasy.org/bins/teny2/mpampihetsika
mpampihivoka,,,-,https://tenymalagasy.org/bins/teny2/mpampihivoka
mpampihodina,,démarreur,-,https://tenymalagasy.org/bins/teny2/mpampihodina
mpampihosy,,,-,https://tenymalagasy.org/bins/teny2/mpampihosy
mpampijaly,,,-,https://tenymalagasy.org/bins/teny2/mpampijaly
mpampikambana,,,-,https://tenymalagasy.org/bins/teny2/mpampikambana
mpampilafila,,celui qui promet et se dédit,-,https://tenymalagasy.org/bins/teny2/mpampilafila
mpampilefitra,,déflecteur,-,https://tenymalagasy.org/bins/teny2/mpampilefitra
mpampimira,,,-,https://tenymalagasy.org/bins/teny2/mpampimira
mpampindrana,,,-,https://tenymalagasy.org/bins/teny2/mpampindrana
mpampiohaka,,,-,https://tenymalagasy.org/bins/teny2/mpampiohaka
mpampionina,,,-,https://tenymalagasy.org/bins/teny2/mpampionina
mpampipaka,,contacteur,-,https://tenymalagasy.org/bins/teny2/mpampipaka
mpampirina,,,-,https://tenymalagasy.org/bins/teny2/mpampirina
mpampisakafo,,,-,https://tenymalagasy.org/bins/teny2/mpampisakafo
mpampisambo-bola,,,-,https://tenymalagasy.org/bins/teny2/mpampisambobola
mpampita,,"conducteur (un),relais (un)",-,https://tenymalagasy.org/bins/teny2/mpampita
mpampita tapany,,semi-conducteur (un),-,https://tenymalagasy.org/bins/teny2/mpampitatapany
mpampita voaefitra,,conducteur isolé (un),-,https://tenymalagasy.org/bins/teny2/mpampitavoaefitra
mpampita voafono ribà,,conducteur guidé (un),-,https://tenymalagasy.org/bins/teny2/mpampitavoafonoriba
mpampitabataba,,,-,https://tenymalagasy.org/bins/teny2/mpampitabataba
mpampitaha,,,-,https://tenymalagasy.org/bins/teny2/mpampitaha
mpampitaka,,,-,https://tenymalagasy.org/bins/teny2/mpampitaka
mpampitohy,"conjunction (a),coordinating conjunction (a)","conjonction (une),conjonction de coordination (une),connecteur (un),pièce intermédiaire (une)",-,https://tenymalagasy.org/bins/teny2/mpampitohy
mpampitohy fehezan-teny,,conjonction de subordination (une),-,https://tenymalagasy.org/bins/teny2/mpampitohyfehezanteny
mpampitohy mivolombatolalaka,,commissure grise (une),-,https://tenymalagasy.org/bins/teny2/mpampitohymivolombatolalaka
mpampitombina,,stabilisateur,-,https://tenymalagasy.org/bins/teny2/mpampitombina
mpampitombo,,multiplicateur (un),-,https://tenymalagasy.org/bins/teny2/mpampitombo
mpampitombo Y,,amplificateur Y (un),-,https://tenymalagasy.org/bins/teny2/mpampitomboy
mpampitombo ara-jidina,,amplificateur vertical (un),-,https://tenymalagasy.org/bins/teny2/mpampitomboarajidina
mpampitombo ara-pandrindrano,,amplificateur horizontal (un),-,https://tenymalagasy.org/bins/teny2/mpampitomboarapandrindrano
mpampitombo mpiandoha,,préamplificateur (un),-,https://tenymalagasy.org/bins/teny2/mpampitombompiandoha
mpampitranga,,,-,https://tenymalagasy.org/bins/teny2/mpampitranga
mpampitsangantsangana,,promeneur (un),-,https://tenymalagasy.org/bins/teny2/mpampitsangantsangana
mpampitsitsitra,,injecteur,-,https://tenymalagasy.org/bins/teny2/mpampitsitsitra
mpampivangongo,,,-,https://tenymalagasy.org/bins/teny2/mpampivangongo
mpampivelona,midwife (a),sage-femme (une),-,https://tenymalagasy.org/bins/teny2/mpampivelona
mpampi~,,,-,https://tenymalagasy.org/bins/teny2/mpampi
mpampoasa,,,-,https://tenymalagasy.org/bins/teny2/mpampoasa
mpampoelana,,pond certains jours (qui),-,https://tenymalagasy.org/bins/teny2/mpampoelana
mpampoly,,réfléchissant,-,https://tenymalagasy.org/bins/teny2/mpampoly
mpampondy,,presse souvent avec les mains (celui qui),-,https://tenymalagasy.org/bins/teny2/mpampondy
mpampo~,,,-,https://tenymalagasy.org/bins/teny2/mpampo
mpamòna,,,-,https://tenymalagasy.org/bins/teny2/mpamona
mpanabado,,,-,https://tenymalagasy.org/bins/teny2/mpanabado
mpanabaka,,,-,https://tenymalagasy.org/bins/teny2/mpanabaka
mpanabanga,,,-,https://tenymalagasy.org/bins/teny2/mpanabanga
mpanabango,,,-,https://tenymalagasy.org/bins/teny2/mpanabango
mpanabangobango,,,-,https://tenymalagasy.org/bins/teny2/mpanabangobango
mpanabanty,,,-,https://tenymalagasy.org/bins/teny2/mpanabanty
mpanabarera,,,-,https://tenymalagasy.org/bins/teny2/mpanabarera
mpanabataba,,,-,https://tenymalagasy.org/bins/teny2/mpanabataba
mpanabe,,"éducateur (un),éducatrice (un)",-,https://tenymalagasy.org/bins/teny2/mpanabe
mpanabeda,,,-,https://tenymalagasy.org/bins/teny2/mpanabeda
mpanabehambehana,,,-,https://tenymalagasy.org/bins/teny2/mpanabehambehana
mpanabirioka,,dévier souvent (celui qui fait),-,https://tenymalagasy.org/bins/teny2/mpanabirioka
mpanabisioka,,,-,https://tenymalagasy.org/bins/teny2/mpanabisioka
mpanaboabo,,,-,https://tenymalagasy.org/bins/teny2/mpanaboabo
mpanabobobobo,,,-,https://tenymalagasy.org/bins/teny2/mpanabobobobo
mpanaboboka,,,-,https://tenymalagasy.org/bins/teny2/mpanaboboka
mpanaboda,,,-,https://tenymalagasy.org/bins/teny2/mpanaboda
mpanabodika,,,-,https://tenymalagasy.org/bins/teny2/mpanabodika
mpanabodo,,,-,https://tenymalagasy.org/bins/teny2/mpanabodo
mpanabofaka,,,-,https://tenymalagasy.org/bins/teny2/mpanabofaka
mpanabohaka,,carde (celui qui),-,https://tenymalagasy.org/bins/teny2/mpanabohaka
mpanaboka,,,-,https://tenymalagasy.org/bins/teny2/mpanaboka
mpanabokitra,,convexe (celui qui rend),-,https://tenymalagasy.org/bins/teny2/mpanabokitra
mpanabolila,,,-,https://tenymalagasy.org/bins/teny2/mpanabolila
mpanabonaka,,,-,https://tenymalagasy.org/bins/teny2/mpanabonaka
mpanabonoka,,,-,https://tenymalagasy.org/bins/teny2/mpanabonoka
mpanabontana,,,-,https://tenymalagasy.org/bins/teny2/mpanabontana
mpanabontsina,,,-,https://tenymalagasy.org/bins/teny2/mpanabontsina
mpanabony,,,-,https://tenymalagasy.org/bins/teny2/mpanabony
mpanaborabora,,,-,https://tenymalagasy.org/bins/teny2/mpanaborabora
mpanaboraka,,,-,https://tenymalagasy.org/bins/teny2/mpanaboraka
mpanaboredika,,,-,https://tenymalagasy.org/bins/teny2/mpanaboredika
mpanaborera,,,-,https://tenymalagasy.org/bins/teny2/mpanaborera
mpanaboreraka,,,-,https://tenymalagasy.org/bins/teny2/mpanaboreraka
mpanaboretaka,,,-,https://tenymalagasy.org/bins/teny2/mpanaboretaka
mpanaboribory,,,-,https://tenymalagasy.org/bins/teny2/mpanaboribory
mpanaboridana,,,-,https://tenymalagasy.org/bins/teny2/mpanaboridana
mpanaboroaka,,,-,https://tenymalagasy.org/bins/teny2/mpanaboroaka
mpanaborona,,perdre son argent à quelqu'un (celui qui fait),-,https://tenymalagasy.org/bins/teny2/mpanaborona
mpanaborosy,,,-,https://tenymalagasy.org/bins/teny2/mpanaborosy
mpanaborotsaka,,,-,https://tenymalagasy.org/bins/teny2/mpanaborotsaka
mpanabosasaka,,verse,-,https://tenymalagasy.org/bins/teny2/mpanabosasaka
mpanabosesika,,,-,https://tenymalagasy.org/bins/teny2/mpanabosesika
mpanabosy,,,-,https://tenymalagasy.org/bins/teny2/mpanabosy
mpanabotetaka,,,-,https://tenymalagasy.org/bins/teny2/mpanabotetaka
mpanabotretra,,cajoleur (un),-,https://tenymalagasy.org/bins/teny2/mpanabotretra
mpanabotry,,,-,https://tenymalagasy.org/bins/teny2/mpanabotry
mpanabove,,,-,https://tenymalagasy.org/bins/teny2/mpanabove
mpanadaboboka,,,-,https://tenymalagasy.org/bins/teny2/mpanadaboboka
mpanadala,,,-,https://tenymalagasy.org/bins/teny2/mpanadala
mpanadangana,,,-,https://tenymalagasy.org/bins/teny2/mpanadangana
mpanadaraboka,,,-,https://tenymalagasy.org/bins/teny2/mpanadaraboka
mpanadaroboka,,précipite (celui qui),-,https://tenymalagasy.org/bins/teny2/mpanadaroboka
mpanadede,,,-,https://tenymalagasy.org/bins/teny2/mpanadede
mpanademba,,"déprime,enfonce",-,https://tenymalagasy.org/bins/teny2/mpanademba
mpanaderadera,,,-,https://tenymalagasy.org/bins/teny2/mpanaderadera
mpanadidy,,"censeur,critique",-,https://tenymalagasy.org/bins/teny2/mpanadidy
mpanadihady,,scrutateur (un),-,https://tenymalagasy.org/bins/teny2/mpanadihady
mpanadimy,,,-,https://tenymalagasy.org/bins/teny2/mpanadimy
mpanadina,examiner,"examinateur,questionneur",-,https://tenymalagasy.org/bins/teny2/mpanadina
mpanadino,,"oublieux,oublie (celui qui)",-,https://tenymalagasy.org/bins/teny2/mpanadino
mpanadiva,,prochain (celui qui fait les préparatifs),-,https://tenymalagasy.org/bins/teny2/mpanadiva
mpanadobibika,,,-,https://tenymalagasy.org/bins/teny2/mpanadobibika
mpanadodadoda,,,-,https://tenymalagasy.org/bins/teny2/mpanadodadoda
mpanadofaka,,,-,https://tenymalagasy.org/bins/teny2/mpanadofaka
mpanadoka,,,-,https://tenymalagasy.org/bins/teny2/mpanadoka
mpanadoladola,,,-,https://tenymalagasy.org/bins/teny2/mpanadoladola
mpanadombo,,,-,https://tenymalagasy.org/bins/teny2/mpanadombo
mpanadongaingy,,,-,https://tenymalagasy.org/bins/teny2/mpanadongaingy
mpanadonto,,,-,https://tenymalagasy.org/bins/teny2/mpanadonto
mpanadredro,,,-,https://tenymalagasy.org/bins/teny2/mpanadredro
mpanady,,,-,https://tenymalagasy.org/bins/teny2/mpanady
mpanafa,,"balayeur,rafle (celui qui)",-,https://tenymalagasy.org/bins/teny2/mpanafa
mpanafaingana,,,-,https://tenymalagasy.org/bins/teny2/mpanafaingana
mpanafaka,,"absout (celui qui),affranchit (celui qui),délivre (celui qui),exempte (celui qui),libérateur",-,https://tenymalagasy.org/bins/teny2/mpanafaka
mpanafana,,,-,https://tenymalagasy.org/bins/teny2/mpanafana
mpanafantsitsitra,,,-,https://tenymalagasy.org/bins/teny2/mpanafantsitsitra
mpanafatra,,"importateur (un),importatrice (une)",-,https://tenymalagasy.org/bins/teny2/mpanafatra
mpanafika,,,-,https://tenymalagasy.org/bins/teny2/mpanafika
mpanafina,,cache,-,https://tenymalagasy.org/bins/teny2/mpanafina
mpanafintohina,,,-,https://tenymalagasy.org/bins/teny2/mpanafintohina
mpanafitafy,,,-,https://tenymalagasy.org/bins/teny2/mpanafitafy
mpanafito,,,-,https://tenymalagasy.org/bins/teny2/mpanafito
mpanafo,,,-,https://tenymalagasy.org/bins/teny2/mpanafo
mpanafoana,,annule (celui qui),-,https://tenymalagasy.org/bins/teny2/mpanafoana
mpanafohy,,,-,https://tenymalagasy.org/bins/teny2/mpanafohy
mpanafoka,,,-,https://tenymalagasy.org/bins/teny2/mpanafoka
mpanafompotra,,"dépense (celui qui),rafle (celui qui),vend le tout (celui qui)",-,https://tenymalagasy.org/bins/teny2/mpanafompotra
mpanafotra,,,-,https://tenymalagasy.org/bins/teny2/mpanafotra
mpanafy,,,-,https://tenymalagasy.org/bins/teny2/mpanafy
mpanagadra,,,-,https://tenymalagasy.org/bins/teny2/mpanagadra
mpanagaigy,,irrite,-,https://tenymalagasy.org/bins/teny2/mpanagaigy
mpanagaina,,,-,https://tenymalagasy.org/bins/teny2/mpanagaina
mpanagareboka,,,-,https://tenymalagasy.org/bins/teny2/mpanagareboka
mpanagedragedra,,relâche,-,https://tenymalagasy.org/bins/teny2/mpanagedragedra
mpanagegy,,irrite (celui qui),-,https://tenymalagasy.org/bins/teny2/mpanagegy
mpanagehy,,,-,https://tenymalagasy.org/bins/teny2/mpanagehy
mpanagidrogidro,,craquer (celui qui fait),-,https://tenymalagasy.org/bins/teny2/mpanagidrogidro
mpanagigigigy,,,-,https://tenymalagasy.org/bins/teny2/mpanagigigigy
mpanagoana,,,-,https://tenymalagasy.org/bins/teny2/mpanagoana
mpanagorabaka,,,-,https://tenymalagasy.org/bins/teny2/mpanagorabaka
mpanagoragora,,,-,https://tenymalagasy.org/bins/teny2/mpanagoragora
mpanagorampa,,,-,https://tenymalagasy.org/bins/teny2/mpanagorampa
mpanagorobaka,,perce de part en part (celui qui),-,https://tenymalagasy.org/bins/teny2/mpanagorobaka
mpanagorodana,,,-,https://tenymalagasy.org/bins/teny2/mpanagorodana
mpanagororoana,,,-,https://tenymalagasy.org/bins/teny2/mpanagororoana
mpanaha,,délie (celui qui),-,https://tenymalagasy.org/bins/teny2/mpanaha
mpanahady,,multiplie rapidement (ce qui se),-,https://tenymalagasy.org/bins/teny2/mpanahady
mpanahaka,,"disperse (celui qui),ressemble (celui qui)",-,https://tenymalagasy.org/bins/teny2/mpanahaka
mpanahamy,,"goût (celui qui donne du),saveur (celui qui donne de la)",-,https://tenymalagasy.org/bins/teny2/mpanahamy
mpanahana,,stationne (celui qui),-,https://tenymalagasy.org/bins/teny2/mpanahana
mpanahasina,,"bénit (celui qui),consécrateur (un),sanctificateur (un)",-,https://tenymalagasy.org/bins/teny2/mpanahasina
mpanahirana,,,-,https://tenymalagasy.org/bins/teny2/mpanahirana
mpanahona,,,-,https://tenymalagasy.org/bins/teny2/mpanahona
mpanahy,,,-,https://tenymalagasy.org/bins/teny2/mpanahy
mpanaika,,,-,https://tenymalagasy.org/bins/teny2/mpanaika
mpanaikitra,,"mord,pique",-,https://tenymalagasy.org/bins/teny2/mpanaikitra
mpanaiky,,,-,https://tenymalagasy.org/bins/teny2/mpanaiky
mpanainga,,,-,https://tenymalagasy.org/bins/teny2/mpanainga
mpanaingina,,,-,https://tenymalagasy.org/bins/teny2/mpanaingina
mpanainginaingina,,,-,https://tenymalagasy.org/bins/teny2/mpanainginaingina
mpanaingoka,,,-,https://tenymalagasy.org/bins/teny2/mpanaingoka
mpanaitay,,,-,https://tenymalagasy.org/bins/teny2/mpanaitay
mpanaitra,,excitant,-,https://tenymalagasy.org/bins/teny2/mpanaitra
mpanaja,,,-,https://tenymalagasy.org/bins/teny2/mpanaja
mpanajadona,,plante dans (celui qui),-,https://tenymalagasy.org/bins/teny2/mpanajadona
mpanajajirika,,attendre (celui qui fait),-,https://tenymalagasy.org/bins/teny2/mpanajajirika
mpanajamba,,,-,https://tenymalagasy.org/bins/teny2/mpanajamba
mpanajanona,,,-,https://tenymalagasy.org/bins/teny2/mpanajanona
mpanajaradona,,,-,https://tenymalagasy.org/bins/teny2/mpanajaradona
mpanajarika,,,-,https://tenymalagasy.org/bins/teny2/mpanajarika
mpanajaroboka,,,-,https://tenymalagasy.org/bins/teny2/mpanajaroboka
mpanajary,,"arrange (celui qui),entente (celui qui met l'),racommode (celui qui)",-,https://tenymalagasy.org/bins/teny2/mpanajary
mpanajedaka,,,-,https://tenymalagasy.org/bins/teny2/mpanajedaka
mpanajobo,,,-,https://tenymalagasy.org/bins/teny2/mpanajobo
mpanakady,,,-,https://tenymalagasy.org/bins/teny2/mpanakady
mpanakaiky,,,-,https://tenymalagasy.org/bins/teny2/mpanakaiky
mpanakainkona,,,-,https://tenymalagasy.org/bins/teny2/mpanakainkona
mpanakaiza,,,-,https://tenymalagasy.org/bins/teny2/mpanakaiza
mpanakaka,,,-,https://tenymalagasy.org/bins/teny2/mpanakaka
mpanakalo,,échange (celui qui),-,https://tenymalagasy.org/bins/teny2/mpanakalo
mpanakambana,,,-,https://tenymalagasy.org/bins/teny2/mpanakambana
mpanakambina,,,-,https://tenymalagasy.org/bins/teny2/mpanakambina
mpanakamo,,,-,https://tenymalagasy.org/bins/teny2/mpanakamo
mpanakamositra,,,-,https://tenymalagasy.org/bins/teny2/mpanakamositra
mpanakana,,,-,https://tenymalagasy.org/bins/teny2/mpanakana
mpanakanga,,dresse (celui qui dresse à la),-,https://tenymalagasy.org/bins/teny2/mpanakanga
mpanakanjo,,,-,https://tenymalagasy.org/bins/teny2/mpanakanjo
mpanakanto,artist,artiste,-,https://tenymalagasy.org/bins/teny2/mpanakanto
mpanakantsana,,,-,https://tenymalagasy.org/bins/teny2/mpanakantsana
mpanakaona,,,-,https://tenymalagasy.org/bins/teny2/mpanakaona
mpanakapoka,,,-,https://tenymalagasy.org/bins/teny2/mpanakapoka
mpanakarainkona,,,-,https://tenymalagasy.org/bins/teny2/mpanakarainkona
mpanakarama,,,-,https://tenymalagasy.org/bins/teny2/mpanakarama
mpanakararana,,,-,https://tenymalagasy.org/bins/teny2/mpanakararana
mpanakarenjy,,,-,https://tenymalagasy.org/bins/teny2/mpanakarenjy
mpanakasoka,,,-,https://tenymalagasy.org/bins/teny2/mpanakasoka
mpanakatona,,,-,https://tenymalagasy.org/bins/teny2/mpanakatona
mpanakatra,,,-,https://tenymalagasy.org/bins/teny2/mpanakatra
mpanakatraka,,,-,https://tenymalagasy.org/bins/teny2/mpanakatraka
mpanakavina,,,-,https://tenymalagasy.org/bins/teny2/mpanakavina
mpanakebona,,,-,https://tenymalagasy.org/bins/teny2/mpanakebona
mpanakeky,,,-,https://tenymalagasy.org/bins/teny2/mpanakeky
mpanakelika,,,-,https://tenymalagasy.org/bins/teny2/mpanakelika
mpanakely,,,-,https://tenymalagasy.org/bins/teny2/mpanakely
mpanakenda,,,-,https://tenymalagasy.org/bins/teny2/mpanakenda
mpanaketraka,,,-,https://tenymalagasy.org/bins/teny2/mpanaketraka
mpanaketrona,,,-,https://tenymalagasy.org/bins/teny2/mpanaketrona
mpanakezaka,,,-,https://tenymalagasy.org/bins/teny2/mpanakezaka
mpanakiaka,,"écorche,égratigne",-,https://tenymalagasy.org/bins/teny2/mpanakiaka
mpanakiana,,,-,https://tenymalagasy.org/bins/teny2/mpanakiana
mpanakibo,,,-,https://tenymalagasy.org/bins/teny2/mpanakibo
mpanakidingidingy,,,-,https://tenymalagasy.org/bins/teny2/mpanakidingidingy
mpanakifika,,,-,https://tenymalagasy.org/bins/teny2/mpanakifika
mpanakiho,,,-,https://tenymalagasy.org/bins/teny2/mpanakiho
mpanakiky,,,-,https://tenymalagasy.org/bins/teny2/mpanakiky
mpanakila,,,-,https://tenymalagasy.org/bins/teny2/mpanakila
mpanakilema,,,-,https://tenymalagasy.org/bins/teny2/mpanakilema
mpanakimpy,,ferme les yeux (celui qui),-,https://tenymalagasy.org/bins/teny2/mpanakimpy
mpanakipaka,,"détache,enlève",-,https://tenymalagasy.org/bins/teny2/mpanakipaka
mpanakipakipaka,,,-,https://tenymalagasy.org/bins/teny2/mpanakipakipaka
mpanakipika,,secoue (celui qui),-,https://tenymalagasy.org/bins/teny2/mpanakipika
mpanakipily,,,-,https://tenymalagasy.org/bins/teny2/mpanakipily
mpanakira,,,-,https://tenymalagasy.org/bins/teny2/mpanakira
mpanakiramborambo,,,-,https://tenymalagasy.org/bins/teny2/mpanakiramborambo
mpanakiraro,,,-,https://tenymalagasy.org/bins/teny2/mpanakiraro
mpanakiraviravy,,"pendiller (celui qui fait),suspend (celui qui)",-,https://tenymalagasy.org/bins/teny2/mpanakiraviravy
mpanakirazorazo,,,-,https://tenymalagasy.org/bins/teny2/mpanakirazorazo
mpanakirikiry,,agace,-,https://tenymalagasy.org/bins/teny2/mpanakirikiry
mpanakiririoka,,,-,https://tenymalagasy.org/bins/teny2/mpanakiririoka
mpanakisaka,,,-,https://tenymalagasy.org/bins/teny2/mpanakisaka
mpanakisolosolo,,,-,https://tenymalagasy.org/bins/teny2/mpanakisolosolo
mpanakitakita,,maltraite,-,https://tenymalagasy.org/bins/teny2/mpanakitakita
mpanakitakitaka,,maltraite,-,https://tenymalagasy.org/bins/teny2/mpanakitakitaka
mpanakitamby,,,-,https://tenymalagasy.org/bins/teny2/mpanakitamby
mpanakitoza,,lanière,-,https://tenymalagasy.org/bins/teny2/mpanakitoza
mpanakitra,,,-,https://tenymalagasy.org/bins/teny2/mpanakitra
mpanakitrana,,,-,https://tenymalagasy.org/bins/teny2/mpanakitrana
mpanakivilivily,,balancer (celui qui fait),-,https://tenymalagasy.org/bins/teny2/mpanakivilivily
mpanakivy,,,-,https://tenymalagasy.org/bins/teny2/mpanakivy
mpanakoa,,,-,https://tenymalagasy.org/bins/teny2/mpanakoa
mpanakoba,,,-,https://tenymalagasy.org/bins/teny2/mpanakoba
mpanakobaka,,,-,https://tenymalagasy.org/bins/teny2/mpanakobaka
mpanakobana,,,-,https://tenymalagasy.org/bins/teny2/mpanakobana
mpanakobila,,,-,https://tenymalagasy.org/bins/teny2/mpanakobila
mpanakobona,,,-,https://tenymalagasy.org/bins/teny2/mpanakobona
mpanakodia,,,-,https://tenymalagasy.org/bins/teny2/mpanakodia
mpanakodingy,,"dégrade,dégringoler",-,https://tenymalagasy.org/bins/teny2/mpanakodingy
mpanakododoka,,,-,https://tenymalagasy.org/bins/teny2/mpanakododoka
mpanakofoka,,,-,https://tenymalagasy.org/bins/teny2/mpanakofoka
mpanakohaka,,"expectore souvent (celui qui),rejette souvent (celui qui)",-,https://tenymalagasy.org/bins/teny2/mpanakohaka
mpanakojy,,,-,https://tenymalagasy.org/bins/teny2/mpanakojy
mpanakolaka,,,-,https://tenymalagasy.org/bins/teny2/mpanakolaka
mpanakolikoly,,"cajole,soin",-,https://tenymalagasy.org/bins/teny2/mpanakolikoly
mpanakombona,,"referme,resserre",-,https://tenymalagasy.org/bins/teny2/mpanakombona
mpanakona,,,-,https://tenymalagasy.org/bins/teny2/mpanakona
mpanakopoka,,,-,https://tenymalagasy.org/bins/teny2/mpanakopoka
mpanakora,,,-,https://tenymalagasy.org/bins/teny2/mpanakora
mpanakorapaka,,,-,https://tenymalagasy.org/bins/teny2/mpanakorapaka
mpanakorataba,,,-,https://tenymalagasy.org/bins/teny2/mpanakorataba
